"MERCHANT_CATEGORY_CODE","MERCHANT_CATEGORY_DESCRIPTION","IS_CURRENT_FLAG","IS_DELETED_FLAG","VALID_FROM_DATETIME","VALID_TO_DATETIME"
"5533","Automotive Parts and Accessories Stores","Y","N","1900-01-01","9999-12-31"
"5541","Service Stations (with or without Ancillary Services)","Y","N","1900-01-01","9999-12-31"
"5542","Automated Fuel Dispensers","Y","N","1900-01-01","9999-12-31"
"5551","Boat Dealers","Y","N","1900-01-01","9999-12-31"
"5552","Electric Vehicle Charging","Y","N","1900-01-01","9999-12-31"
"5561","Camper, Recreational and Utility Trailer Dealers","Y","N","1900-01-01","9999-12-31"
"5571","Motorcycle Shops and Dealers","Y","N","1900-01-01","9999-12-31"
"5592","Motor Homes Dealers","Y","N","1900-01-01","9999-12-31"
"5598","Snowmobile Dealers","Y","N","1900-01-01","9999-12-31"
"5599","Miscellaneous Automotive, Aircraft, and Farm Equipment Dealers (not elsewhere Classified)","Y","N","1900-01-01","9999-12-31"
"5611","Men’s and Boys’ Clothing and Accessories Stores","Y","N","1900-01-01","9999-12-31"
"5621","Women’s Ready-To-Wear Stores","Y","N","1900-01-01","9999-12-31"
"5631","Women’s Accessory and Specialty Shops","Y","N","1900-01-01","9999-12-31"
"5641","Children’s and Infants’ Wear Stores","Y","N","1900-01-01","9999-12-31"
"5651","Family Clothing Stores","Y","N","1900-01-01","9999-12-31"
"5655","Sports and Riding Apparel Stores","Y","N","1900-01-01","9999-12-31"
"5661","Shoe Stores","Y","N","1900-01-01","9999-12-31"
"5681","Furriers and Fur Shops","Y","N","1900-01-01","9999-12-31"
"5691","Men’s and Women’s Clothing Stores","Y","N","1900-01-01","9999-12-31"
"5697","Tailors, Seamstresses, Mending, and Alterations","Y","N","1900-01-01","9999-12-31"
"5698","Wig and Toupee Stores","Y","N","1900-01-01","9999-12-31"
"5699","Miscellaneous Apparel and Accessory Shops","Y","N","1900-01-01","9999-12-31"
"5712","Furniture, Home Furnishings, and Equipment Stores, Except Appliances","Y","N","1900-01-01","9999-12-31"
"5713","Floor Covering Stores","Y","N","1900-01-01","9999-12-31"
"5714","Drapery, Window Covering, and Upholstery Stores","Y","N","1900-01-01","9999-12-31"
"5715","Household Furnishings - Network-Specific Assignment","Y","N","1900-01-01","9999-12-31"
"5718","Fireplace, Fireplace Screens and Accessories Stores","Y","N","1900-01-01","9999-12-31"
"5719","Miscellaneous Home Furnishing Specialty Stores","Y","N","1900-01-01","9999-12-31"
"5722","Household Appliance Stores","Y","N","1900-01-01","9999-12-31"
"5723","Guns and Ammunition Shops","Y","N","1900-01-01","9999-12-31"
"5732","Electronics Stores","Y","N","1900-01-01","9999-12-31"
"5733","Music Stores – Musical Instruments, Pianos, and Sheet Music","Y","N","1900-01-01","9999-12-31"
"5734","Computer Software Stores","Y","N","1900-01-01","9999-12-31"
"5735","Record Stores","Y","N","1900-01-01","9999-12-31"
"5811","Caterers","Y","N","1900-01-01","9999-12-31"
"5812","Eating Places and Restaurants","Y","N","1900-01-01","9999-12-31"
"5813","Drinking Places (Alcoholic Beverages) – Bars, Taverns, Nightclubs, Cocktail Lounges, and Discotheques","Y","N","1900-01-01","9999-12-31"
"5814","Fast Food Restaurants","Y","N","1900-01-01","9999-12-31"
"5815","Digital Goods Media – Books, Movies, Digital Artwork/images, Music","Y","N","1900-01-01","9999-12-31"
"5816","Digital Goods – Games","Y","N","1900-01-01","9999-12-31"
"5817","Digital Goods – Applications (Excludes Games)","Y","N","1900-01-01","9999-12-31"
"5818","Digital Goods – Large Digital Goods Merchant","Y","N","1900-01-01","9999-12-31"
"5912","Drug Stores and Pharmacies","Y","N","1900-01-01","9999-12-31"
"5921","Package Stores – Beer, Wine, and Liquor","Y","N","1900-01-01","9999-12-31"
"5931","Used Merchandise and Secondhand Stores","Y","N","1900-01-01","9999-12-31"
"5932","Antique Shops – Sales, Repairs, and Restoration Services","Y","N","1900-01-01","9999-12-31"
"5933","Pawn Shops","Y","N","1900-01-01","9999-12-31"
"5935","Wrecking and Salvage Yards","Y","N","1900-01-01","9999-12-31"
"5937","Antique Reproductions","Y","N","1900-01-01","9999-12-31"
"5940","Bicycle Shops – Sales and Service","Y","N","1900-01-01","9999-12-31"
"5941","Sporting Goods Stores","Y","N","1900-01-01","9999-12-31"
"5942","Book Stores","Y","N","1900-01-01","9999-12-31"
"5943","Stationery Stores, Office and School Supply Stores","Y","N","1900-01-01","9999-12-31"
"5944","Jewelry Stores, Watches, Clocks, and Silverware Stores","Y","N","1900-01-01","9999-12-31"
"5945","Hobby, Toy, and Game Shops","Y","N","1900-01-01","9999-12-31"
"5946","Camera and Photographic Supply Stores","Y","N","1900-01-01","9999-12-31"
"5947","Gift, Card, Novelty and Souvenir Shops","Y","N","1900-01-01","9999-12-31"
"5948","Luggage and Leather Goods Stores","Y","N","1900-01-01","9999-12-31"
"5949","Sewing, Needlework, Fabric and Piece Goods Stores","Y","N","1900-01-01","9999-12-31"
"5950","Glassware/crystal Stores","Y","N","1900-01-01","9999-12-31"
"5960","Direct Marketing – Insurance Services","Y","N","1900-01-01","9999-12-31"
"5961","Mail Order Houses including Catalogue Order Stores","Y","N","1900-01-01","9999-12-31"
"5962","Direct Marketing – Travel-Related Arrangement Services","Y","N","1900-01-01","9999-12-31"
"5963","Door-To-Door Sales","Y","N","1900-01-01","9999-12-31"
"5964","Direct Marketing – Catalog Merchant","Y","N","1900-01-01","9999-12-31"
"5965","Direct Marketing – Combination Catalog and Retail Merchant","Y","N","1900-01-01","9999-12-31"
"5966","Direct Marketing – Outbound Telemarketing Merchant","Y","N","1900-01-01","9999-12-31"
"5967","Adult Content and Services","Y","N","1900-01-01","9999-12-31"
"5968","Direct Marketing – Continuity/subscription Merchant","Y","N","1900-01-01","9999-12-31"
"5969","Direct Marketing – Other Direct Marketers (not elsewhere Classified)","Y","N","1900-01-01","9999-12-31"
"5970","Artists’ Supply and Craft Shops","Y","N","1900-01-01","9999-12-31"
"5971","Art Dealers and Galleries","Y","N","1900-01-01","9999-12-31"
"5972","Stamp and Coin Stores","Y","N","1900-01-01","9999-12-31"
"5973","Religious Goods Stores","Y","N","1900-01-01","9999-12-31"
"5974","Rubber Stamp Stores","Y","N","1900-01-01","9999-12-31"
"5975","Hearing Aids – Sales, Service, and Supply","Y","N","1900-01-01","9999-12-31"
"5976","Orthopedic Goods – Prosthetic Devices","Y","N","1900-01-01","9999-12-31"
"5977","Cosmetic Stores","Y","N","1900-01-01","9999-12-31"
"5978","Typewriter Stores – Sales, Rentals, and Service","Y","N","1900-01-01","9999-12-31"
"5983","Fuel Dealers – Fuel Oil, Wood, Coal, and Liquefied Petroleum","Y","N","1900-01-01","9999-12-31"
"5992","Florists","Y","N","1900-01-01","9999-12-31"
"5993","Cigar Stores and Stands","Y","N","1900-01-01","9999-12-31"
"5994","News Dealers and Newsstands","Y","N","1900-01-01","9999-12-31"
"5995","Pet Shops, Pet Foods and Supplies Stores","Y","N","1900-01-01","9999-12-31"
"5996","Swimming Pools – Sales and Service","Y","N","1900-01-01","9999-12-31"
"5997","Electric Razor Stores – Sales and Service","Y","N","1900-01-01","9999-12-31"
"5998","Tent and Awning Shops","Y","N","1900-01-01","9999-12-31"
"5999","Miscellaneous and Specialty Retail Shops","Y","N","1900-01-01","9999-12-31"
"6010","Financial Institutions – Manual Cash Disbursements","Y","N","1900-01-01","9999-12-31"
"6011","Financial Institutions – Automated Cash Disbursements","Y","N","1900-01-01","9999-12-31"
"6012","Financial Institutions – Merchandise, Services, and Debt Repayment","Y","N","1900-01-01","9999-12-31"
"6050","Quasi Cash - Member Financial Institution","Y","N","1900-01-01","9999-12-31"
"6051","Non-Financial Institutions – Foreign Currency, Liquid and Cryptocurrency Assets (for Example: Cryptocurrency), Money","Y","N","1900-01-01","9999-12-31"
"6211","Security Brokers/dealers","Y","N","1900-01-01","9999-12-31"
"6236","Financial Services - Network-Specific Assignment","Y","N","1900-01-01","9999-12-31"
"6300","Insurance Sales, Underwriting, and Premiums","Y","N","1900-01-01","9999-12-31"
"6381","Insurance Premiums","Y","N","1900-01-01","9999-12-31"
"6399","Insurance - not elsewhere Classified","Y","N","1900-01-01","9999-12-31"
"6513","Real Estate Agents and Managers","Y","N","1900-01-01","9999-12-31"
"6529","Remote Stored Value Load - Merchant","Y","N","1900-01-01","9999-12-31"
"6530","Remote Stored Value Load - Member Financial Institution","Y","N","1900-01-01","9999-12-31"
"6531","Payment Service Provider - Money Transfer for a Purchase","Y","N","1900-01-01","9999-12-31"
"6532","Payment Transaction - Member Financial Institution","Y","N","1900-01-01","9999-12-31"
"6533","Payment Transaction - Merchant","Y","N","1900-01-01","9999-12-31"
"6534","Money Transfer - Member Financial Institution","Y","N","1900-01-01","9999-12-31"
"6535","Value Purchase - Member Financial Institution","Y","N","1900-01-01","9999-12-31"
"6536","MoneySend Intracountry","Y","N","1900-01-01","9999-12-31"
"6537","MoneySend Intercountry","Y","N","1900-01-01","9999-12-31"
"6538","MoneySend Funding","Y","N","1900-01-01","9999-12-31"
"6539","Funding Transaction - Excluding MoneySend","Y","N","1900-01-01","9999-12-31"
"6540","Non-Financial Institutions – Stored Value Card Purchase/load","Y","N","1900-01-01","9999-12-31"
"6555","Mastercard-Initiated Rebate and Rewards","Y","N","1900-01-01","9999-12-31"
"6611","Financial Services - Network-Specific Assignment","Y","N","1900-01-01","9999-12-31"
"6760","Savings Bonds","Y","N","1900-01-01","9999-12-31"
"7011","Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere Classified)","Y","N","1900-01-01","9999-12-31"
"7012","Timeshares","Y","N","1900-01-01","9999-12-31"
"7032","Sporting and Recreational Camps","Y","N","1900-01-01","9999-12-31"
"7033","Trailer Parks and Campgrounds","Y","N","1900-01-01","9999-12-31"
"7210","Laundry, Cleaning, and Garment Services","Y","N","1900-01-01","9999-12-31"
"7211","Laundries – Family and Commercial","Y","N","1900-01-01","9999-12-31"
"7216","Dry Cleaners","Y","N","1900-01-01","9999-12-31"
"7217","Carpet and Upholstery Cleaning","Y","N","1900-01-01","9999-12-31"
"7221","Photographic Studios","Y","N","1900-01-01","9999-12-31"
"7230","Beauty and Barber Shops","Y","N","1900-01-01","9999-12-31"
"7251","Shoe Repair Shops, Shoeshine Parlors, and Hat Cleaning Shops","Y","N","1900-01-01","9999-12-31"
"7261","Funeral Services and Crematories","Y","N","1900-01-01","9999-12-31"
"7272","Escort Services","Y","N","1900-01-01","9999-12-31"
"7273","Dating Services","Y","N","1900-01-01","9999-12-31"
"7276","Tax Preparation Services","Y","N","1900-01-01","9999-12-31"
"7277","Counseling Services – Debt, Marriage, and Personal","Y","N","1900-01-01","9999-12-31"
"7278","Buying and Shopping Services and Clubs","Y","N","1900-01-01","9999-12-31"
"7280","Personal Services - Network-Specific Assignment","Y","N","1900-01-01","9999-12-31"
"7295","Babysitting Services","Y","N","1900-01-01","9999-12-31"
"7296","Clothing Rental – Costumes, Uniforms, Formal Wear","Y","N","1900-01-01","9999-12-31"
"7297","Massage Parlors","Y","N","1900-01-01","9999-12-31"
"7298","Health and Beauty Spas","Y","N","1900-01-01","9999-12-31"
"7299","Miscellaneous Personal Services (not elsewhere Classified)","Y","N","1900-01-01","9999-12-31"
"7311","Advertising Services","Y","N","1900-01-01","9999-12-31"
"7321","Consumer Credit Reporting Agencies","Y","N","1900-01-01","9999-12-31"
"7322","Collection Agencies","Y","N","1900-01-01","9999-12-31"
"7332","Blueprinting and Photocopying Services","Y","N","1900-01-01","9999-12-31"
"7333","Commercial Photography, Art, and Graphics","Y","N","1900-01-01","9999-12-31"
"7338","Quick Copy, Reproduction, and Blueprinting Services","Y","N","1900-01-01","9999-12-31"
"7339","Stenographic and Secretarial Support","Y","N","1900-01-01","9999-12-31"
"7341","Window Cleaning Services","Y","N","1900-01-01","9999-12-31"
"7342","Exterminating and Disinfecting Services","Y","N","1900-01-01","9999-12-31"
"7349","Cleaning, Maintenance, and Janitorial Services","Y","N","1900-01-01","9999-12-31"
"7361","Employment Agencies and Temporary Help Services","Y","N","1900-01-01","9999-12-31"
"7372","Computer Programming, Data Processing, and Integrated Systems Design Services","Y","N","1900-01-01","9999-12-31"
"7375","Information Retrieval Services","Y","N","1900-01-01","9999-12-31"
"7379","Computer Maintenance, Repair and Services (not elsewhere Classified)","Y","N","1900-01-01","9999-12-31"
"7392","Management, Consulting, and Public Relations Services","Y","N","1900-01-01","9999-12-31"
"7393","Detective Agencies, Protective Services, and Security Services, including Armored Cars, and Guard Dogs","Y","N","1900-01-01","9999-12-31"
"7394","Equipment, Tool, Furniture, and Appliance Rental and Leasing","Y","N","1900-01-01","9999-12-31"
"7395","Photofinishing Laboratories and Photo Developing","Y","N","1900-01-01","9999-12-31"
"7399","Business Services (not elsewhere Classified)","Y","N","1900-01-01","9999-12-31"
"7511","Truck Stop","Y","N","1900-01-01","9999-12-31"
"7512","Automobile Rental Agency","Y","N","1900-01-01","9999-12-31"
"7513","Truck and Utility Trailer Rentals","Y","N","1900-01-01","9999-12-31"
"7519","Motor Home and Recreational Vehicle Rentals","Y","N","1900-01-01","9999-12-31"
"7523","Parking Lots, Parking Meters and Garages","Y","N","1900-01-01","9999-12-31"
"7524","Parking Meters","Y","N","1900-01-01","9999-12-31"
"7531","Automotive Body Repair Shops","Y","N","1900-01-01","9999-12-31"
"7534","Tire Retreading and Repair Shops","Y","N","1900-01-01","9999-12-31"
"7535","Automotive Paint Shops","Y","N","1900-01-01","9999-12-31"
"7538","Automotive Service Shops (Non-Dealer)","Y","N","1900-01-01","9999-12-31"
"7542","Car Washes","Y","N","1900-01-01","9999-12-31"
"7549","Towing Services","Y","N","1900-01-01","9999-12-31"
"7622","Electronics Repair Shops","Y","N","1900-01-01","9999-12-31"
"7623","Air Conditioning and Refrigeration Repair Shops","Y","N","1900-01-01","9999-12-31"
"7629","Electrical and Small Appliance Repair Shops","Y","N","1900-01-01","9999-12-31"
"7631","Watch, Clock and Jewelry Repair","Y","N","1900-01-01","9999-12-31"
"7641","Furniture – Reupholstery, Repair, and Refinishing","Y","N","1900-01-01","9999-12-31"
"7692","Welding Services","Y","N","1900-01-01","9999-12-31"
"7699","Miscellaneous Repair Shops and Related Services","Y","N","1900-01-01","9999-12-31"
"7800","Government-Owned Lotteries (Us Region Only)","Y","N","1900-01-01","9999-12-31"
"7801","Government Licensed On-Line Casinos (On-Line Gambling) (Us Region Only)","Y","N","1900-01-01","9999-12-31"
"7802","Government-Licensed Horse/dog Racing (Us Region Only)","Y","N","1900-01-01","9999-12-31"
"7829","Motion Picture and Video Tape Production and Distribution","Y","N","1900-01-01","9999-12-31"
"7832","Motion Picture Theaters","Y","N","1900-01-01","9999-12-31"
"7833","Motion Picture Theatres","Y","N","1900-01-01","9999-12-31"
"7841","Dvd/video Tape Rental Stores","Y","N","1900-01-01","9999-12-31"
"7911","Dance Halls, Studios and Schools","Y","N","1900-01-01","9999-12-31"
"7922","Ticket Agencies and Theatrical Producers (Except Motion Pictures)","Y","N","1900-01-01","9999-12-31"
"7929","Bands, Orchestras, and Miscellaneous Entertainers (not elsewhere Classified)","Y","N","1900-01-01","9999-12-31"
"7932","Billiard and Pool Establishments","Y","N","1900-01-01","9999-12-31"
"7933","Bowling Alleys","Y","N","1900-01-01","9999-12-31"
"7941","Commercial Sports, Professional Sports Clubs, Athletic Fields, and Sports Promoters","Y","N","1900-01-01","9999-12-31"
"7991","Tourist Attractions and Exhibits","Y","N","1900-01-01","9999-12-31"
"7992","Public Golf Courses","Y","N","1900-01-01","9999-12-31"
"7993","Video Amusement Game Supplies","Y","N","1900-01-01","9999-12-31"
"7994","Video Game Arcades/establishments","Y","N","1900-01-01","9999-12-31"
"7995","Betting, including Lottery Tickets, Casino Gaming Chips, Off-Track Betting, Wagers At Race Tracks and Games of Chance to","Y","N","1900-01-01","9999-12-31"
"7996","Amusement Parks, Circuses, Carnivals, and Fortune Tellers","Y","N","1900-01-01","9999-12-31"
"7997","Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses","Y","N","1900-01-01","9999-12-31"
"7998","Aquariums, Seaquariums, Dolphinariums, and Zoos","Y","N","1900-01-01","9999-12-31"
"7999","Recreation Services (not elsewhere Classified)","Y","N","1900-01-01","9999-12-31"
"8011","Doctors and Physicians (not elsewhere Classified)","Y","N","1900-01-01","9999-12-31"
"8021","Dentists and Orthodontists","Y","N","1900-01-01","9999-12-31"
"8031","Osteopaths","Y","N","1900-01-01","9999-12-31"
"8041","Chiropractors","Y","N","1900-01-01","9999-12-31"
"8042","Optometrists and Ophthalmologists","Y","N","1900-01-01","9999-12-31"
"8043","Opticians, Optical Goods, and Eyeglasses","Y","N","1900-01-01","9999-12-31"
"8044","Opticians, Optical Goods and Eyeglasses","Y","N","1900-01-01","9999-12-31"
"8049","Podiatrists and Chiropodists","Y","N","1900-01-01","9999-12-31"
"8050","Nursing, Home Healthcare and Personal Care Facilities","Y","N","1900-01-01","9999-12-31"
"8062","Hospitals","Y","N","1900-01-01","9999-12-31"
"8071","Medical and Dental Laboratories","Y","N","1900-01-01","9999-12-31"
"8099","Medical Services and Health Practitioners (not elsewhere Classified)","Y","N","1900-01-01","9999-12-31"
"8111","Legal Services and Attorneys","Y","N","1900-01-01","9999-12-31"
"8211","Elementary and Secondary Schools","Y","N","1900-01-01","9999-12-31"
"8220","Colleges, Universities, Professional Schools, and Junior Colleges","Y","N","1900-01-01","9999-12-31"
"8241","Correspondence Schools","Y","N","1900-01-01","9999-12-31"
"8244","Business and Secretarial Schools","Y","N","1900-01-01","9999-12-31"
"8249","Vocational and Trade Schools","Y","N","1900-01-01","9999-12-31"
"8299","Schools and Educational Services (not elsewhere Classified)","Y","N","1900-01-01","9999-12-31"
"8351","Child Care Services","Y","N","1900-01-01","9999-12-31"
"8398","Charitable Social Service Organizations","Y","N","1900-01-01","9999-12-31"
"8641","Civic, Social, and Fraternal Associations","Y","N","1900-01-01","9999-12-31"
"8651","Political Organizations","Y","N","1900-01-01","9999-12-31"
"8661","Religious Organizations","Y","N","1900-01-01","9999-12-31"
"8675","Automobile Associations","Y","N","1900-01-01","9999-12-31"
"8699","Membership Organizations (not elsewhere Classified)","Y","N","1900-01-01","9999-12-31"
"8734","Testing Laboratories (Non-Medical Testing)","Y","N","1900-01-01","9999-12-31"
"8911","Architectural, Engineering, and Surveying Services","Y","N","1900-01-01","9999-12-31"
"8931","Accounting, Auditing, and Bookkeeping Services","Y","N","1900-01-01","9999-12-31"
"8999","Professional Services (not elsewhere Classified)","Y","N","1900-01-01","9999-12-31"
"9034","Government Services - Network-Specific Assignment","Y","N","1900-01-01","9999-12-31"
"9211","Court Costs, including Alimony and Child Support","Y","N","1900-01-01","9999-12-31"
"9222","Fines","Y","N","1900-01-01","9999-12-31"
"9223","Bail and Bond Payments","Y","N","1900-01-01","9999-12-31"
"9311","Tax Payments","Y","N","1900-01-01","9999-12-31"
"9399","Government Services (not elsewhere Classified)","Y","N","1900-01-01","9999-12-31"
"9401","Government Services - Network-Specific Assignment","Y","N","1900-01-01","9999-12-31"
"9402","Postal Services – Government Only","Y","N","1900-01-01","9999-12-31"
"9405","U.s. Federal Government Agencies or Departments","Y","N","1900-01-01","9999-12-31"
"9406","Government-Owned Lotteries (Non-U.s. Region)","Y","N","1900-01-01","9999-12-31"
"9411","Government Loan Payments","Y","N","1900-01-01","9999-12-31"
"9700","Automated Referral Service","Y","N","1900-01-01","9999-12-31"
"9701","Visa Credential Server","Y","N","1900-01-01","9999-12-31"
"9702","Emergency Services (Gcas) (Visa Use Only)","Y","N","1900-01-01","9999-12-31"
"9751","United Kingdom Supermarkets - Electronic Hot File","Y","N","1900-01-01","9999-12-31"
"9752","United Kingdom Petrol Stations - Electronic Hot File","Y","N","1900-01-01","9999-12-31"
"9754","Gambling - Horse Racing, Dog Racing and State Lottery","Y","N","1900-01-01","9999-12-31"
"9950","Intra-Company Purchases","Y","N","1900-01-01","9999-12-31"
"9999","Test or Network-Specific Merchant Category Code","Y","N","1900-01-01","9999-12-31"
"DQMapping","Source value cannot be mapped","Y","N","1900-01-01","9999-12-31"
"DQMissing","Source value not provided","Y","N","1900-01-01","9999-12-31"
"DQNotApplicable","Source value not provided","Y","N","1900-01-01","9999-12-31"
