SOURCE_SYSTEM,SOURCE_CODE,SOURCE_DESCRIPTION,TARGET_SYSTEM,TARGET_CODE,TARGET_DESCRIPTION
V8,5978,"Typewriter Stores -- Sales, Rentals, Service",REFERENCE.CORE.MERCHANT_CATEGORY,5978,"Typewriter Stores â€“ Sales, Rentals, and Service"
V8,5977,Cosmetic Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5977,Cosmetic Stores
V8,5976,"Orthopedic Goods, Prosthetic Devices",REFERENCE.CORE.MERCHANT_CATEGORY,5976,Orthopedic Goods â€“ Prosthetic Devices
V8,5975,"Hearing Aids -- Sales, Service And Supply Stores",REFERENCE.CORE.MERCHANT_CATEGORY,5975,"Hearing Aids â€“ Sales, Service, and Supply"
V8,5973,Religious Goods Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5973,Religious Goods Stores
V8,5972,Stamp And Coin Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5972,Stamp and Coin Stores
V8,5971,Art Dealers Or Galleries,REFERENCE.CORE.MERCHANT_CATEGORY,5971,Art Dealers and Galleries
V8,5970,Craft Or Artist'S Supply Shops,REFERENCE.CORE.MERCHANT_CATEGORY,5970,Artistsâ€™ Supply and Craft Shops
V8,5969,Direct Marketers (Nec),REFERENCE.CORE.MERCHANT_CATEGORY,5969,Direct Marketing â€“ Other Direct Marketers (not elsewhere Classified)
V8,5968,Continuity/Subscription Merchant,REFERENCE.CORE.MERCHANT_CATEGORY,5968,Direct Marketing â€“ Continuity/subscription Merchant
V8,5967,Inbound Teleservices Merchant,REFERENCE.CORE.MERCHANT_CATEGORY,5967,Adult Content and Services
V8,5966,Outbound Telemarketing Merchant,REFERENCE.CORE.MERCHANT_CATEGORY,5966,Direct Marketing â€“ Outbound Telemarketing Merchant
V8,5965,Combination Catalog And Retail Merchant,REFERENCE.CORE.MERCHANT_CATEGORY,5965,Direct Marketing â€“ Combination Catalog and Retail Merchant
V8,5964,Catalog Merchant,REFERENCE.CORE.MERCHANT_CATEGORY,5964,Direct Marketing â€“ Catalog Merchant
V8,5963,Door-To-Door Sales Or Direct Selling Establishments,REFERENCE.CORE.MERCHANT_CATEGORY,5963,Door-To-Door Sales
V8,5962,"Telemark, Travel-Related Arrangement Ser",REFERENCE.CORE.MERCHANT_CATEGORY,5962,Direct Marketing â€“ Travel-Related Arrangement Services
V8,5960,Direct Marketing Insurance Services,REFERENCE.CORE.MERCHANT_CATEGORY,5960,Direct Marketing â€“ Insurance Services
V8,5950,Glassware/Crystal Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5950,Glassware/crystal Stores
V8,5949,"Needlework, Sewing Or Fabric And Piece Goods Stores",REFERENCE.CORE.MERCHANT_CATEGORY,5949,"Sewing, Needlework, Fabric and Piece Goods Stores"
V8,5948,Luggage Or Leather Goods Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5948,Luggage and Leather Goods Stores
V8,5947,"Card, Gift, Novelty Or Souvenir Shops",REFERENCE.CORE.MERCHANT_CATEGORY,5947,"Gift, Card, Novelty and Souvenir Shops"
V8,5946,Camera And/Or Photographic Supply Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5946,Camera and Photographic Supply Stores
V8,5945,"Hobby, Toy Or Games Stores",REFERENCE.CORE.MERCHANT_CATEGORY,5945,"Hobby, Toy, and Game Shops"
V8,5944,"Clock, Jewelry, Silverware Or Watch Stores",REFERENCE.CORE.MERCHANT_CATEGORY,5944,"Jewelry Stores, Watches, Clocks, and Silverware Stores"
V8,5943,"Stationery Stores, Office And School Supply Stores",REFERENCE.CORE.MERCHANT_CATEGORY,5943,"Stationery Stores, Office and School Supply Stores"
V8,5942,Book Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5942,Book Stores
V8,5941,Sporting Goods Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5941,Sporting Goods Stores
V8,5940,Bicycle Shops -- Sales And Service,REFERENCE.CORE.MERCHANT_CATEGORY,5940,Bicycle Shops â€“ Sales and Service
V8,5937,Antique Reproductions,REFERENCE.CORE.MERCHANT_CATEGORY,5937,Antique Reproductions
V8,5935,Wrecking And Salvage Yards,REFERENCE.CORE.MERCHANT_CATEGORY,5935,Wrecking and Salvage Yards
V8,5933,Pawn Shops,REFERENCE.CORE.MERCHANT_CATEGORY,5933,Pawn Shops
V8,5932,Antique Shops,REFERENCE.CORE.MERCHANT_CATEGORY,5932,"Antique Shops â€“ Sales, Repairs, and Restoration Services"
V8,5931,Secondhand Or Used Merchandise Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5931,Used Merchandise and Secondhand Stores
V8,5921,"Liquor, Wine, Package Or Beer Stores",REFERENCE.CORE.MERCHANT_CATEGORY,5921,"Package Stores â€“ Beer, Wine, and Liquor"
V8,5912,Pharmcies Or Drug Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5912,Drug Stores and Pharmacies
V8,5818,Large Digital Goods Merchant,REFERENCE.CORE.MERCHANT_CATEGORY,5818,Digital Goods â€“ Large Digital Goods Merchant
V8,5817,Digital Goods: Applications (Excludes Games),REFERENCE.CORE.MERCHANT_CATEGORY,5817,Digital Goods â€“ Applications (Excludes Games)
V8,5816,Digital Goods: Games,REFERENCE.CORE.MERCHANT_CATEGORY,5816,Digital Goods â€“ Games
V8,5815,"Digital Goods Media: Books, Movies, Music",REFERENCE.CORE.MERCHANT_CATEGORY,5815,"Digital Goods Media â€“ Books, Movies, Digital Artwork/images, Music"
V8,5814,Fast Food Restaurants,REFERENCE.CORE.MERCHANT_CATEGORY,5814,Fast Food Restaurants
V8,5813,Alcoholic Beverages Drinking Places - Bars Nightclubs Etc,REFERENCE.CORE.MERCHANT_CATEGORY,5813,"Drinking Places (Alcoholic Beverages) â€“ Bars, Taverns, Nightclubs, Cocktail Lounges, and Discotheques"
V8,5812,Restaurants Or Eating Places,REFERENCE.CORE.MERCHANT_CATEGORY,5812,Eating Places and Restaurants
V8,5811,Caterers,REFERENCE.CORE.MERCHANT_CATEGORY,5811,Caterers
V8,5790,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V8,5735,Record Shops,REFERENCE.CORE.MERCHANT_CATEGORY,5735,Record Stores
V8,5734,Computer Software Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5734,Computer Software Stores
V8,5733,"Music Stores, Musical Instruments, Pianos, Sheet Music",REFERENCE.CORE.MERCHANT_CATEGORY,5733,"Music Stores â€“ Musical Instruments, Pianos, and Sheet Music"
V8,5732,Electronic Sales,REFERENCE.CORE.MERCHANT_CATEGORY,5732,Electronics Stores
V8,5722,Appliance Stores (Nec) Or Household Appliance Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5722,Household Appliance Stores
V8,5719,Home Furnishing Specialty Stores -- Miscellaneous,REFERENCE.CORE.MERCHANT_CATEGORY,5719,Miscellaneous Home Furnishing Specialty Stores
V8,5718,"Fireplaces, Fireplace Screens And Accessories Stores",REFERENCE.CORE.MERCHANT_CATEGORY,5718,"Fireplace, Fireplace Screens and Accessories Stores"
V8,5714,"Drapery, Windowcovering, And Upholstery Stores",REFERENCE.CORE.MERCHANT_CATEGORY,5714,"Drapery, Window Covering, and Upholstery Stores"
V8,5713,Floor Covering Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5713,Floor Covering Stores
V8,5712,"Furniture, Home Furnishings And Equip Stores Excl Appliances",REFERENCE.CORE.MERCHANT_CATEGORY,5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances"
V8,5699,Apparel And Accessory Shops -- Miscellaneous,REFERENCE.CORE.MERCHANT_CATEGORY,5699,Miscellaneous Apparel and Accessory Shops
V8,5698,Wig And Toupee Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5698,Wig and Toupee Stores
V8,5697,"Tailors, Seamstresses, Mending And Alterations",REFERENCE.CORE.MERCHANT_CATEGORY,5697,"Tailors, Seamstresses, Mending, and Alterations"
V8,5691,Men'S And Women'S Clothing Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5691,Menâ€™s and Womenâ€™s Clothing Stores
V8,5681,Furriers And Fur Shops,REFERENCE.CORE.MERCHANT_CATEGORY,5681,Furriers and Fur Shops
V8,5661,Shoe Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5661,Shoe Stores
V8,5655,Riding Or Sports Apparel Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5655,Sports and Riding Apparel Stores
V8,5651,Family Clothing Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5651,Family Clothing Stores
V8,5641,Children'S And Infants' Wear Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5641,Childrenâ€™s and Infantsâ€™ Wear Stores
V8,5632,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V8,5631,Women'S Accessory And Specialty Shops,REFERENCE.CORE.MERCHANT_CATEGORY,5631,Womenâ€™s Accessory and Specialty Shops
V8,5621,Women'S Ready-To-Wear Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5621,Womenâ€™s Ready-To-Wear Stores
V8,5611,Men'S And/Or Boys'Clothing And Accessories Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5611,Menâ€™s and Boysâ€™ Clothing and Accessories Stores
V8,5599,Automotive Dealers,REFERENCE.CORE.MERCHANT_CATEGORY,5599,"Miscellaneous Automotive, Aircraft, and Farm Equipment Dealers (not elsewhere Classified)"
V8,5598,Snowmobile Dealers,REFERENCE.CORE.MERCHANT_CATEGORY,5598,Snowmobile Dealers
V8,5592,Motor Home Dealers,REFERENCE.CORE.MERCHANT_CATEGORY,5592,Motor Homes Dealers
V8,5571,Motorcycle Dealers,REFERENCE.CORE.MERCHANT_CATEGORY,5571,Motorcycle Shops and Dealers
V8,5561,"Recreational And Utility Trailers, Camper Dealers",REFERENCE.CORE.MERCHANT_CATEGORY,5561,"Camper, Recreational and Utility Trailer Dealers"
V8,5552,,REFERENCE.CORE.MERCHANT_CATEGORY,5552,Electric Vehicle Charging
V8,5551,Boat Dealers,REFERENCE.CORE.MERCHANT_CATEGORY,5551,Boat Dealers
V8,5542,Automated Fuel Dispensers,REFERENCE.CORE.MERCHANT_CATEGORY,5542,Automated Fuel Dispensers
V8,5541,Gas/Service Stations With/Without Ancillary Services,REFERENCE.CORE.MERCHANT_CATEGORY,5541,Service Stations (with or without Ancillary Services)
V8,5533,"Automotive Parts, Accessories Stores",REFERENCE.CORE.MERCHANT_CATEGORY,5533,Automotive Parts and Accessories Stores
V8,5532,Automotive Tire Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5532,Automotive Tire Stores
V8,5531,Automobile Supply Stores Or Home Supply Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5531,Auto and Home Supply Stores
V8,5521,Automobile And Truck Dealers (Used Only),REFERENCE.CORE.MERCHANT_CATEGORY,5521,"Car and Truck Dealers (Used Only) Sales, Service, Repairs, Parts, and Leasing"
V8,5511,Auto/Truck Dealers New/Used Sale Repair Parts And Lease,REFERENCE.CORE.MERCHANT_CATEGORY,5511,"Car and Truck Dealers (New and Used) Sales, Service, Repairs, Parts, and Leasing"
V8,5499,Misc Food Stores - Specialty Markets And Convenience,REFERENCE.CORE.MERCHANT_CATEGORY,5499,Miscellaneous Food Stores â€“ Convenience Stores and Specialty Markets
V8,5462,Bakeries,REFERENCE.CORE.MERCHANT_CATEGORY,5462,Bakeries
V8,5451,Dairy Products Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5451,Dairy Products Stores
V8,5441,"Candy, Confectionery Or Nuts Stores",REFERENCE.CORE.MERCHANT_CATEGORY,5441,"Candy, Nut, and Confectionery Stores"
V8,5422,Freezer And Locker Meat Provisioners,REFERENCE.CORE.MERCHANT_CATEGORY,5422,Freezer and Locker Meat Provisioners
V8,5411,Grocery Stores Or Supermarkets,REFERENCE.CORE.MERCHANT_CATEGORY,5411,Grocery Stores and Supermarkets
V8,5399,General Merchandise Or Convenience Food Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5399,Miscellaneous General Merchandise
V8,5331,Variety Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5331,Variety Stores
V8,5311,Department Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5311,Department Stores
V8,5310,Discount Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5310,Discount Stores
V8,5309,Duty Free Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5309,Duty Free Stores
V8,5300,Wholesale Clubs,REFERENCE.CORE.MERCHANT_CATEGORY,5300,Wholesale Clubs
V8,5271,Mobile Home Dealers,REFERENCE.CORE.MERCHANT_CATEGORY,5271,Mobile Home Dealers
V8,5262,,REFERENCE.CORE.MERCHANT_CATEGORY,5262,Marketplaces
V8,5261,Garden And Lawn Supply Stores Or Nurseries,REFERENCE.CORE.MERCHANT_CATEGORY,5261,Nurseries and Lawn and Garden Supply Stores
V8,5252,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V8,5251,Hardware Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5251,Hardware Stores
V8,5231,"Glass, Paint Or Wallpaper Stores",REFERENCE.CORE.MERCHANT_CATEGORY,5231,"Glass, Paint, and Wallpaper Stores"
V8,5211,Lumber And Building Materials Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5211,Lumber and Building Materials Stores
V8,5200,Home Supply Warehouse Stores,REFERENCE.CORE.MERCHANT_CATEGORY,5200,Home Supply Warehouse Stores
V8,5199,Non-Durable Goods (Nec),REFERENCE.CORE.MERCHANT_CATEGORY,5199,Nondurable Goods (not elsewhere Classified)
V8,5198,"Paints, Varnishes And Supplies",REFERENCE.CORE.MERCHANT_CATEGORY,5198,"Paints, Varnishes and Supplies"
V8,5193,"Florist Supplies, Nursery Stock And Flowers",REFERENCE.CORE.MERCHANT_CATEGORY,5193,"Florists Supplies, Nursery Stock and Flowers"
V8,5192,"Books, Periodicals And Newspapers",REFERENCE.CORE.MERCHANT_CATEGORY,5192,"Books, Periodicals and Newspapers"
V8,5172,Petroleum And Petroleum Products,REFERENCE.CORE.MERCHANT_CATEGORY,5172,Petroleum and Petroleum Products
V8,5169,Chemicals And Allied Products (Nec),REFERENCE.CORE.MERCHANT_CATEGORY,5169,Chemicals and Allied Products (not elsewhere Classified)
V8,5139,Commercial Footwear,REFERENCE.CORE.MERCHANT_CATEGORY,5139,Commercial Footwear
V8,5137,"Men'S, Women'S And Children'S Uniforms",REFERENCE.CORE.MERCHANT_CATEGORY,5137,"Menâ€™s, Womenâ€™s, and Childrenâ€™s Uniforms and Commercial Clothing"
V8,5131,"Piece Goods, Notions, And Other Dry Goods",REFERENCE.CORE.MERCHANT_CATEGORY,5131,"Piece Goods, Notions, and Other Dry Goods"
V8,5122,"Drugs, Drug Proprietaries And Druggist Sundries",REFERENCE.CORE.MERCHANT_CATEGORY,5122,"Drugs, Drug Proprietaries, and Druggist Sundries"
V8,5111,"Stationery, Office Supplies, Printing And Writing Paper",REFERENCE.CORE.MERCHANT_CATEGORY,5111,"Stationery, Office Supplies, Printing and Writing Paper"
V8,5099,Durable Goods (Nec),REFERENCE.CORE.MERCHANT_CATEGORY,5099,Durable Goods (not elsewhere Classified)
V8,5094,"Precious Stones And Metals, Watches And Jewelry",REFERENCE.CORE.MERCHANT_CATEGORY,5094,"Precious Stones and Metals, Watches and Jewelry"
V8,5085,Industrial Supplies (Nec),REFERENCE.CORE.MERCHANT_CATEGORY,5085,Industrial Supplies (not elsewhere Classified)
V8,5074,Plumbing And Heating Equipment And Supplies,REFERENCE.CORE.MERCHANT_CATEGORY,5074,Plumbing and Heating Equipment and Supplies
V8,5072,"Hardware, Plumbing, Heating Equipment And Supplies",REFERENCE.CORE.MERCHANT_CATEGORY,5072,"Hardware, Equipment and Supplies"
V8,5065,Electrical Parts And Equipment,REFERENCE.CORE.MERCHANT_CATEGORY,5065,Electrical Parts and Equipment
V8,5051,Metal Service Centers And Offices,REFERENCE.CORE.MERCHANT_CATEGORY,5051,Metal Service Centers and Offices
V8,5047,"Medical, Dental, Ophthalmic And Hospital Equip",REFERENCE.CORE.MERCHANT_CATEGORY,5047,"Medical, Dental, Ophthalmic and Hospital Equipment and Supplies"
V8,5046,Commercial Equipment (Nec),REFERENCE.CORE.MERCHANT_CATEGORY,5046,Commercial Equipment (not elsewhere Classified)
V8,5045,Computers And Computer Peripheral Equipment And Software,REFERENCE.CORE.MERCHANT_CATEGORY,5045,Computers and Computer Peripheral Equipment and Software
V8,5044,"Photographic, Photocopy, Microfilm Equipment And Supplies",REFERENCE.CORE.MERCHANT_CATEGORY,5044,"Photographic, Photocopy, Microfilm Equipment and Supplies"
V8,5039,Construction Materials (Nec),REFERENCE.CORE.MERCHANT_CATEGORY,5039,Construction Materials (not elsewhere Classified)
V8,5021,Commercial Furniture,REFERENCE.CORE.MERCHANT_CATEGORY,5021,Office and Commercial Furniture
V8,5013,Motor Vehicle Supplies And New Parts,REFERENCE.CORE.MERCHANT_CATEGORY,5013,Motor Vehicle Supplies and New Parts
V8,4900,"Electric, Gas, Sanitary, Telephone Or Water Utilities",REFERENCE.CORE.MERCHANT_CATEGORY,4900,"Utilities â€“ Electric, Gas, Water, and Sanitary"
V8,4899,Cable And Other Pay Television Services,REFERENCE.CORE.MERCHANT_CATEGORY,4899,"Cable, Satellite and Other Pay Television/radio/streaming Services"
V8,4829,Money Orders -- Wire Transfer,REFERENCE.CORE.MERCHANT_CATEGORY,4829,Money Transfer
V8,4821,Telegraph Services,REFERENCE.CORE.MERCHANT_CATEGORY,4821,Telegraph Services
V8,4816,Computer Network/Info Svcs,REFERENCE.CORE.MERCHANT_CATEGORY,4816,Computer Network/information Services
V8,4814,Telecommuncations Serv Incl Loca/Long Dist Credit And Fax,REFERENCE.CORE.MERCHANT_CATEGORY,4814,"Telecommunication Services, including Local and Long-Distance Calls, Credit Card Calls, Calls Through Use of Magnetic-"
V8,4812,Telecommuncations Equipment Including Telephone Sales,REFERENCE.CORE.MERCHANT_CATEGORY,4812,Telecommunication Equipment and Telephone Sales
V8,4789,Transportation Services (Nec),REFERENCE.CORE.MERCHANT_CATEGORY,4789,Transportation Services (not elsewhere Classified)
V8,4784,"Tolls, Road And Bridge Fees",REFERENCE.CORE.MERCHANT_CATEGORY,4784,Tolls and Bridge Fees
V8,4723,Package Tour Operators - Germany Only,REFERENCE.CORE.MERCHANT_CATEGORY,4723,Package Tour Operators â€“ Germany Only
V8,4722,Travel Agencies,REFERENCE.CORE.MERCHANT_CATEGORY,4722,Travel Agencies and Tour Operators
V8,4582,"Airports, Airport Terminals Or Flying Fields",REFERENCE.CORE.MERCHANT_CATEGORY,4582,"Airports, Flying Fields, and Airport Terminals"
V8,4511,"Airlines, Air Carriers (Not Listed Below)",REFERENCE.CORE.MERCHANT_CATEGORY,4511,Airlines and Air Carriers (not elsewhere Classified)
V8,4468,"Marinas, Marine Service And Supplies",REFERENCE.CORE.MERCHANT_CATEGORY,4468,"Marinas, Marine Service, and Supplies"
V8,4457,Boat Rentals And Leases,REFERENCE.CORE.MERCHANT_CATEGORY,4457,Boat Rentals and Leasing
V8,4411,Cruise Or Steamship Lines,REFERENCE.CORE.MERCHANT_CATEGORY,4411,Steamship and Cruise Lines
V8,4225,"Public Warehousing-Farm Prod,Refridgerat",REFERENCE.CORE.MERCHANT_CATEGORY,4225,"Public Warehousing and Storage â€“ Farm Products, Refrigerated Goods, Household Goods, and Storage"
V8,4215,"Courier Services-Air Or Ground, Freight",REFERENCE.CORE.MERCHANT_CATEGORY,4215,"Courier Services â€“ Air and Ground, and Freight Forwarders"
V8,4214,"Motor Freight Carriers, Truck-Local/Long",REFERENCE.CORE.MERCHANT_CATEGORY,4214,"Motor Freight Carriers and Trucking â€“ Local and Long Distance, Moving and Storage Companies, and Local Delivery"
V8,4131,"Bus Lines, Including Charters, Tour Buses",REFERENCE.CORE.MERCHANT_CATEGORY,4131,Bus Lines
V8,4121,Taxicabs Or Limousines,REFERENCE.CORE.MERCHANT_CATEGORY,4121,Taxicabs and Limousines
V8,4119,Ambulance Services,REFERENCE.CORE.MERCHANT_CATEGORY,4119,Ambulance Services
V8,4112,Passenger Railways,REFERENCE.CORE.MERCHANT_CATEGORY,4112,Passenger Railways
V8,4111,"Local/Sub Commuter Psgr Trnp, Incl Ferries Or Water Trnp",REFERENCE.CORE.MERCHANT_CATEGORY,4111,"Local and Suburban Commuter Passenger Transportation, including Ferries"
V8,4011,Railroads,REFERENCE.CORE.MERCHANT_CATEGORY,4011,Railroads
V8,3839,,REFERENCE.CORE.MERCHANT_CATEGORY,3839,Kyoritsu Hotels
V8,3838,,REFERENCE.CORE.MERCHANT_CATEGORY,3838,Kimpton Hotels
V8,3837,,REFERENCE.CORE.MERCHANT_CATEGORY,3837,Hoshino Resorts
V8,3836,,REFERENCE.CORE.MERCHANT_CATEGORY,3836,Hawthorn By Wyndham
V8,3835,,REFERENCE.CORE.MERCHANT_CATEGORY,3835,Dolce Hotels and Resorts
V8,3834,,REFERENCE.CORE.MERCHANT_CATEGORY,3834,Baymont Inn & Suites
V8,3833,,REFERENCE.CORE.MERCHANT_CATEGORY,3833,Canopy
V8,3832,,REFERENCE.CORE.MERCHANT_CATEGORY,3832,Curio Hotels
V8,3831,Waldorf,REFERENCE.CORE.MERCHANT_CATEGORY,3831,Waldorf
V8,3830,Park Plaza Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3830,Park Plaza Hotel
V8,3829,Country Inn By Carlson,REFERENCE.CORE.MERCHANT_CATEGORY,3829,Country Inn By Radisson
V8,3828,Cosmopolitan Of Las Vegas,REFERENCE.CORE.MERCHANT_CATEGORY,3828,Cosmopolitan of Las Vegas
V8,3826,Autograph,REFERENCE.CORE.MERCHANT_CATEGORY,3826,Autograph
V8,3825,Vdara,REFERENCE.CORE.MERCHANT_CATEGORY,3825,Vdara
V8,3824,Aria,REFERENCE.CORE.MERCHANT_CATEGORY,3824,Aria
V8,3823,Grand Sierra Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3823,Grand Sierra Resort
V8,3822,Crossland,REFERENCE.CORE.MERCHANT_CATEGORY,3822,Crossland
V8,3819,Oxford Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3819,Oxford Suites
V8,3816,Home2 Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3816,Home2suites
V8,3814,The Roosevelt Hotel Ny,REFERENCE.CORE.MERCHANT_CATEGORY,3814,The Roosevelt Hotel Ny
V8,3813,Hotel Indigo,REFERENCE.CORE.MERCHANT_CATEGORY,3813,Hotel Indigo
V8,3812,Hyatt Place,REFERENCE.CORE.MERCHANT_CATEGORY,3812,Hyatt Place
V8,3811,Premier Travel Inn,REFERENCE.CORE.MERCHANT_CATEGORY,3811,Premier Inn
V8,3808,Lxr (Luxury Resorts),REFERENCE.CORE.MERCHANT_CATEGORY,3808,Lxr
V8,3807,Element,REFERENCE.CORE.MERCHANT_CATEGORY,3807,Element
V8,3802,The Palace Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3802,The Palace Hotel
V8,3800,Homestead Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3800,Homestead Suites
V8,3799,Hale Koa Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3799,Hale Koa Hotel
V8,3797,Atlantic City Hilton,REFERENCE.CORE.MERCHANT_CATEGORY,3797,Atlantic City Hilton Resorts
V8,3796,Peppermill Hotel Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3796,Peppermill Hotel Casino
V8,3795,Paris Las Vegas Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3795,Paris Las Vegas Hotel
V8,3793,Flamingo Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3793,Flamingo Hotels
V8,3791,Staybridge Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3791,Staybridge Suites
V8,3790,Raffles Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3790,Raffles Hotels
V8,3788,Ala Moana Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3788,Ala Moana Hotel
V8,3787,Caribe Royale Resort Suites And Villas,REFERENCE.CORE.MERCHANT_CATEGORY,3787,Caribe Royale Resorts
V8,3786,Ohana Hotels Of Hawaii,REFERENCE.CORE.MERCHANT_CATEGORY,3786,Ohana Hotels of Hawaii
V8,3785,Outrigger Hotels And Resorts,REFERENCE.CORE.MERCHANT_CATEGORY,3785,Outrigger Hotels and Resorts
V8,3784,First Hospitality Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3784,First Hospitality Hotels
V8,3783,Town And Country Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3783,Town and Country Resort & Convention Center
V8,3782,Rosen Hotels And Resorts,REFERENCE.CORE.MERCHANT_CATEGORY,3782,Rosen Hotels and Resorts
V8,3780,Disney Resorts,REFERENCE.CORE.MERCHANT_CATEGORY,3780,Disney Resorts
V8,3779,W Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3779,W Hotels
V8,3778,Four Points Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3778,Four Points Hotels
V8,3777,Mandalay Bay Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3777,Mandalay Bay Resort
V8,3775,Sands Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3775,Sands Resort
V8,3774,New York-New York Hotel + Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3774,New York-New York Hotel and Casino
V8,3773,Venetian Resort Hotel Amd Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3773,The Venetian Resort Hotel Casino
V8,3771,Caesars Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3771,Caesarâ€™s Hotel and Casino
V8,3770,Springhill Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3770,Springhill Suites
V8,3769,Stratosphere Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3769,Stratosphere Hotel and Casino
V8,3767,Main Street Station Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3767,Main Street Station Hotel and Casino
V8,3766,Fremont Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3766,Fremont Hotel and Casino
V8,3765,Bellagio,REFERENCE.CORE.MERCHANT_CATEGORY,3765,Bellagio
V8,3764,Beau Rivage Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3764,Beau Rivage Hotel and Casino
V8,3763,Chateau Elan Winery And Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3763,Chateau Elan Winery and Resort
